href,tag,title,preview_text,date,views,full_text
https://tv-karelia.ru/v-voskresene-v-karelii-proizoshli-dva-dtp/,Происшествия,В воскресенье в Карелии произошли два ДТП,В авариях пострадали две пассажирки.,27.11.2023,1322 ,"
26 ноября на дорогах Карелии произошли две дорожные аварии.
Как сообщает ГИБДД Петрозаводска,  в 03:32 на Рабочем проезде 37-летний водитель автомобиля «Mercedes» не справился с управлением, его машина вылетела в кювет и везалась в дерево. Водитель с места ДТП скрылся, в Госавтоинспекцию о произошедшем не сообщил. В аварии получила травмы 25- летняя пассажирка. Полицейские смогли установить сбежавшего водителя. Обстоятельства ДТП выясняются.
Еще об одной аварии сообщила ГОсавтоинспекция Карелии. 26 ноября около полуночи на 14 км автодороги Суоярви-Юстозеро водитель «Chevrolet Niva» при совершении затяжного поворота не справился с управлением. Машину занесло, и она съехала в кювет. 43-летняя пассажирка с травмами доставлена в больницу.

Фото: Госавтоинспекция Петрозаводска и Госавтоинспекция Карелии
 
"
https://tv-karelia.ru/dva-peshehoda-poluchili-travmy-v-dorozhnyh-avariyah-v-petrozavodske/,Происшествия,Два пешехода получили травмы в дорожных авариях в Петрозаводске,Одна из пострадавших попала в больницу.,27.11.2023,1108 ,"
Два человека пострадали в минувшую пятницу, 24 ноября, в дорожных авариях в карельской столице, сообщает Госавтоинспекция Петрозаводска.
В 12:45 в районе дома № 17 по улице Энтузиастов 37-летний водитель автомобиля «Hyundai Solaris» сбил пожилую женщину, которая начала переходить проезжую часть дороги, не убедившись в безопасности перехода.В результате 83-летняя пенсионерка с травмами попала в больницу.
В этот же день в 17:41 на перекрестке Октябрьского проспекта и улицы Мурманская 64-летний водитель «Great Wall» проехал на запрещающий сигнал светофора и сбил переходившего проезжую часть пешехода. 37-летний мужчина получил телесные повреждения, ему назначено амбулаторное лечение.
Фото: Госавтоинспекция Петрозаводска
 
"
https://tv-karelia.ru/v-segezhe-projdet-projdet-deratizacziya-kontejnernyh-ploshhadok/,Общество,В Сегеже перенесли сроки дератизации контейнерных площадок,Местных жителей просят быть внимательными при выгуле питомцев.,27.11.2023,236 ,"
Власти Сегежского района предупредили о переносе сроков дератизации контейнерных площадок в Сегеже. Работы проведут во вторник, 28 ноября. Ранее они были запланированы на 27 ноября.
Работы по дератизации контейнерных площадок и прилегающих территорий пройдут в радиусе 100 квадратных метров от них. Местных жителей убедительно просят быть внимательными при выгуле питомцев.
Горожан призывают выбрасывать твердые коммунальные отходы только в предназначенные для этого контейнеры. Запрещается складировать мусор возле площадок, на общественных территориях: в скверах и лесополосе. Скопление отходов способствует увеличению популяции крыс, уточняют в администрации Сегежского района.
Адреса контейнерных площадок, где будет проходить дератизация: ул. Ленина, 4 и 19а, ул. Владимирская, 2, 3, 4, 8, 10а, ул. Карельская, 12а, пр. Бумажников, 2, 4а, 5, 5а, ул. Спиридонова, 9, 9а, 33, 36, ул. Строителей, 5, 9, 17, ул. Антикайнена, 8а, 19, 21, проезд Монтажников, 1, бульвар Советов, 1, 1а, 4, 5, 6, ул. 8 Марта, 2, 2а, 3, 4а.
Фото: ГТРК Карелия
"
https://tv-karelia.ru/v-karelii-ozhidayutsya-silnyj-veter-i-metel/,Погода,В Карелии ожидаются сильный ветер и метель,Непогода накроет почти всю территорию Карелии.,27.11.2023,891 ,"
По информации Карельского гидрометцентра днем 27 ноября местами, преимущественно по южным и центральным районам республики ожидается усиление северо-восточного, восточного ветра порывами 15-18 м/с и метель.
Под действие стихии могут попасть Петрозаводский и Костомукшский ГО, Суоярвский муниципальный округ, Беломорский, Калевальский, Кемский, Кондопожский, Лахденпохский, Лоухский, Медвежьегорский, Муезерский, Олонецкий, Питкярантский, Прионежский, Пряжинский, Пудожский, Сегежский и Сортавальский районы.
МЧС рекомендует:
• не приближаться к проводам, провисшим низко над землей;
• не рубить самостоятельно деревья, упавшие на провода; рубку насаждений вблизи проводов можно производить только после отключения линий электропередач;
• не оставлять транспортные средства, не находиться вблизи слабо укрепленных конструкций, элементов кровли и больших деревьев, которые могут сломаться под тяжестью снега;
• ограничить поездки на личном автотранспорте;
• при движении во время гололедицы строго соблюдайте необходимую дистанцию (она должна быть в два-три раза больше, чем в летнее время);
• при выезде на личном автотранспорте убедиться в достаточности топлива на транспортном средстве, наличия инструмента (лопата, трос, буксировочное устройство), достаточности зарядки аккумуляторов сотовых телефонов, наличия номеров экстренных служб, источников дополнительного освещения (фонарик) и их исправность;
• ограничить нахождение детей на улице, а при необходимости под контролем взрослых;
• ограничить движение по пешеходным подвесным мостам.
Фото: ГТРК Карелия
"
https://tv-karelia.ru/v-petrozavodske-vernyotsya-prezhnyaya-shema-dvizheniya-transporta-na-golikovke/,Общество,В Петрозаводске вернётся прежняя схема движения транспорта на Голиковке,"Изменения связаны с окончанием ремонтных работ.
",27.11.2023,235 ,"
В карельской столице с 27 ноября вернётся прежняя схема дорожного движения на Голиковке, сообщили в городской администрации.
Вновь запретят остановку и стоянку транспорта по нечётной стороне улицы Кузьмина на участке от улицы Варламова до Калинина. Изменения связаны с окончанием ремонтных работ.
Администрация Петрозаводска призывает участников дорожного движения быть внимательными, руководствоваться установленными знаками и положениями ПДД.
Фото: Администрация Петрозаводского городского округа
"
https://tv-karelia.ru/respublikanskoj-stanczii-perelivaniya-krovi-nuzhna-pomoshh-donorov-3/,Общество,Республиканской станции переливания крови нужна помощь доноров,На станции обновился донорский светофор.,27.11.2023,193 ,"
Станция переливания крови в Петрозаводске нуждается в помощи доноров АВ (IV) Rh — группы крови. Об этом информирует официальная группа станции.
Прием доноров ведется с 8:00 до 14:00 ежедневно с понедельника по пятницу. Записаться на донацию можно по телефону (8142) 76-42-65 или с помощью Портала госуслуг.
Актуальный донорский светофор на 27 ноября:

"
https://tv-karelia.ru/v-louhskom-rajone-legkovoj-avtomobil-vyletel-s-dorogi-v-kyuvet/,Происшествия,В Лоухском районе легковой автомобиль вылетел с дороги в кювет,В результате ДТП 27-летний водитель получил травмы. ,24.11.2023,385 ,"
23 ноября в Лоухском районе произошло ДТП с участием легкового автомобиля. Об этом сообщает пресс-служба ГИБДД Лоухи.
«В 18:15 на 0 км + 391 м автодороги подъезд к поселку Лоухи водитель LADA Granta допустил занос автомобиля и совершил съезд в кювет с наездом на дерево», — пишет ведомство.
В результате ДТП 27-летний водитель получил травмы. Его госпитализировали.
Фото: ГИБДД Лоухи
"
https://tv-karelia.ru/prognoz-pogody-po-karelii-na-25-noyabrya-2/,Погода,Прогноз погоды по Карелии на 25 ноября,Атмосферное давление в Петрозаводске будет расти и составит 740 мм рт. ст.,24.11.2023,866 ,"
Прогноз погоды по Петрозаводску и городам Карелии на 25.11.2023 по данным центра «Фобос».
Ночью в республике облачно, небольшой снег. Днем облачно с прояснениями, без существенных осадков. Ветер северо-западный 5-10 м/c.
Атмосферное давление в Петрозаводске будет расти и составит 740 мм рт. ст.
Солнечная активность умеренная, геомагнитное поле неустойчивое.

"
https://tv-karelia.ru/v-karelii-inostrancza-prigovorili-k-10-godam-tyurmy-za-opravdanie-terrorizma/,Происшествия,В Карелии иностранца приговорили к 10 годам тюрьмы за оправдание терроризма,Сотрудники УФСБ России по РК задокументировали его публичные заявления в соцсети.,24.11.2023,508 ,"
В Карелии осудили мужчину, причастного к совершению преступлений террористической направленности. Об этом сообщает пресс-служба антитеррористической комиссии РК.
Сотрудники УФСБ России по РК задокументировали публичные заявления гражданина иностранного государства, разделяющего и одобряющего идеологию международной террористической организации. Находясь в России, он, используя персональный аккаунт в социальной сети, «совершил действия, направленные на признание идеологии и практики терроризма правильными».
Подсудимый признан виновным в совершении преступлений, предусмотренных частью 1 статьи 205.1, частью 2 статьи 205.2 УК РФ. Ему назначено наказание в виде 10 лет лишения свободы, с отбыванием первых 3 лет наказания в тюрьме, а оставшейся части (7 лет) в исправительной колонии строгого режима, с лишением права заниматься деятельностью, связанной с администрированием сети «Интернет» сроком на 2 года.
Фото: ГТРК «Карелия»
"
https://tv-karelia.ru/a-chto-u-vas-folklornaya-studiya-vorotcza-podgotovila-pozdravlenie-ko-dnyu-materi/,А что у вас? Карелия,«А что у вас?» Фольклорная студия «Воротца» подготовила поздравление ко Дню матери...,Девчонки и мальчишки фольклорной студии «Воротца» Дома творчества детей и юношества Кондопоги поздравили мам с наступающим Днем матери.,24.11.2023,389 ,"
Продолжаем знакомить вас с участниками проекта «А что у вас? Лучшие новости Карелии». Девчонки и мальчишки фольклорной студии «Воротца» Дома творчества детей и юношества Кондопоги поздравили мам с наступающим Днем матери.
«Ребята задорно поют веселые песни и частушки, изучают народные хороводы, пляски, игры. Вот и настало время выйти на сцену и поздравить мамочек с наступающим праздником, Днём матери», — рассказала педагог Светлана Лазарькова.
Руководит коллективом Светлана Лазарькова и концертмейстер Татьяна Кузьмина.

https://tv-karelia.ru/wp-content/uploads/2023/11/video-ot-svetlany-koppalinoj-lazarkovoj.mp4
Видео: Светлана Коппалина-Лазарькова
"
https://tv-karelia.ru/v-petrozavodske-zaderzhali-biznesmenov-obvinyaemyh-v-pohishhenii-cheloveka/,Происшествия,"В Петрозаводске задержали бизнесменов, обвиняемых в похищении человека",Фигурантов преступления задержали на промышленной территории одного из предприятий карельской столицы.,24.11.2023,835 ,"
Сотрудники ОМОН «Илвес» и СОБР «Карху» Управления Росгвардии по Республике Карелия задержали трех бизнесменов, обвиняемых в похищении своего партнера, сообщили в правительстве республики со ссылкой на Росгвардию.
По версии следствия, в ночь на 12 ноября 2023 года фигуранты преступления выследили потерпевшего в поселке Янишполе Кондопожского района, где напали на него, избили и, угрожая пистолетом, затащили в автомобиль марки Range Rover.
Злоумышленники доставили потерпевшего в офисное помещение и удерживали там до утра. Обвиняемые прижгли на его плече участок кожи раскаленным металлическим предметом. На следующий день мужчину перевезли в квартиру, откуда ему удалось сбежать.
Фигурантов преступления задержали на промышленной территории одного из предприятий Петрозаводска. Судом в отношении обвиняемых избрана мера пресечения в виде заключения под стражу.
Фото: ГТРК Карелия
"
https://tv-karelia.ru/deputaty-petrozavodska-izbrali-glavu-goroda/,Политика,Депутаты Петрозаводска избрали главу города,За Инну Колыхматову проголосовали 18 депутатов из 22 присутствовавших.,24.11.2023,778 ,"
На очередной сессии Петрозаводского городского Совета выбрали главу карельской столицы, сообщает Администрация Петрозаводска. Ею станет временно исполняющая обязанности градоначальницы Инна Колыхматова.
Ранее конкурсная комиссия определила двух кандидатов на эту должность. Ими стали Инна Колыхматова и депутат Законодательного Собрания Карелии Александр Паккуев. За Инну Колыхматову проголосовали 18 депутатов из 22 присутствовавших.
фото со страницы Администрации Петрозаводского городского округа
"
https://tv-karelia.ru/v-oloncze-dvoe-yunoshej-spasli-tonushhuyu-sobaku/,Общество,В Олонце двое юношей спасли тонущую собаку,"Администрация Олонецкого района благодарит ребят за смелый поступок, но при этом предупреждает: лед на водоемах еще очень хрупкий и выход на него опасен. ",24.11.2023,617 ,"
О спасении неравнодушными жителями тонущей собаки рассказали на странице Администрации Олонецкого района.
22 ноября возле Смоленского собора в Олонце жители города заметили утопающую собаку и обратились в службу 112. Когда помощь прибыла, собака была уже спасена. Её вытащили двое молодых парней, которые сразу ушли.
Администрация Олонецкого района благодарит ребят за смелый поступок, но при этом предупреждает: лед на водоемах еще очень хрупкий и выход на него опасен.
Если вы стали свидетелями несчастного случая на водоеме, немедленно звоните по номерам «101» или «112».
 
Фото: ГТРК Карелия
"
https://tv-karelia.ru/segezha-gotovitsya-k-provedeniyu-prazdnovaniya-dnya-respubliki/,Общество,Сегежа готовится к проведению празднования Дня Республики,"Сейчас в городе обновили парк и молодежный центр.
",24.11.2023,1096 ,"
В 2024 году Сегежа примет эстафету празднования Дня Республики Карелия. Город уже готовят к событию.
Так, уже готов фасад молодежного центра, позже там обновят студии, кинозалы, зоны для спортивных занятий. Благоустроили также центральный парк на улице Мира в рамках нацпроекта «Жилье и городская среда».
«Подбираем здание под МФЦ — жители его очень ждут. Посмотрели помещение в доме №16 по улице Ленина. На мой взгляд, место подходящее. Будем его выкупать и ремонтировать», — рассказал в соцсети глава республики Артур Парфенчиков.
Фото: «Республика»/ Сергей ЮдинФото: «Республика»/ Сергей Юдин
"
https://tv-karelia.ru/dorogi-petrozavodska-ubirayut-ot-snega-v-usilennom-rezhime-2/,Общество,Дороги Петрозаводска убирают от снега в усиленном режиме,"Активные работы начались еще ночью, до начала интенсивного снегопада.",24.11.2023,374 ,"
Ночью 24 ноября, еще до начала снегопада, на улицы Петрозаводска выехали более тридцати снегоуборочных машин, сообщили в администрации Петрозаводска.
Утром из-за сильных осадков ООО «Кондопожское ДРСУ» вывела на дороги Петрозаводска почти 50 единиц снегоуборочной техники и около полусотни рабочих. Подрядчик посыпал проезжие части и тротуары противоголодедными материалами, проводил оплужку и убирал снежные валы.
Сейчас техника работает во всех районах города, отметили в мэрии.
«В расчистке также задействованы пять фронтальных погрузчиков и три грейдера. Тротуары чистят восемь тракторов. Уборкой остановочных комплексов и подходов к пешеходным переходам занимаются пять мобильных бригад», — говорится в сообщении.
В мэрии также напомнили, что для горожан доступен сервис онлайн-мониторинга перемещения техники ООО «Кондопожское ДРСУ». Следить за работой специализированных машин можно по ссылке. Обратиться по вопросам обслуживания дорог горожане могут по телефонам: 8 (8142) 70 -35-67; 8 921 222 71 87.
Фото:Администрация Петрозаводского городского округа
"
https://tv-karelia.ru/v-czentre-petrozavodska-izmenitsya-shema-dvizheniya-transporta-9/,Общество,Схема движения транспорта изменится в центре Петрозаводска,Ограничения введут для качественной уборки территории.,24.11.2023,374 ,"
В центре Петрозаводска с 13 декабря изменится схема дорожного движения, сообщает Госавтоинспекция Петрозаводска.
На участке улицы Германа Титова между улицами Кирова и Куйбышева запретят остановку и стоянку транспорта. Ограничения будут действовать каждый вторник с 00:00 до 06:00 для качественной уборки территории.
Участников дорожного движения призывают быть внимательными, руководствоваться установленными знаками и положениями ПДД.
Фото: Госавтоинспекция Петрозаводска
"
